20533,62,Tau
20535,υ3,Eri
20542,δ2,Tau
20579,55,Per
20591,56,Per
20635,κ1,Tau
20641,κ2,Tau
20648,δ3,Tau
20661,70,Tau
20711,υ,Tau
20713,71,Tau
20732,π,Tau
20789,72,Tau
20873,76,Tau
20877,75,Tau
20885,θ1,Tau
20889,ε,Tau
20894,θ2,Tau
20901,b,Tau
20995,80,Tau
21036,83,Tau
21039,81,Tau
21060,δ,Cae
21137,85,Tau
21139,45,Eri
21148,1,Cam
21242,m,Per
21248,υ1,Eri
21273,ρ,Tau
21278,46,Eri
21281,α,Dor
21296,47,Eri
21393,υ2,Eri
21402,d,Tau
21421,α,Tau
21444,ν,Eri
21476,58,Per
21547,c,Eri
21588,89,Tau
21589,c,Tau
21594,l,Eri
21673,σ1,Tau
21683,σ2,Tau
21727,3,Cam
21730,2,Cam
21735,93,Tau
21763,54,Eri
21770,α,Cae
21861,β,Cae
21881,τ,Tau
21914,λ,Pic
21928,59,Per
21949,μ,Men
21961,95,Tau
21986,55,Eri
22024,56,Eri
22040,κ,Dor
22109,μ,Eri
22263,58,Eri
22280,ζ,Cae
22287,4,Cam
22325,59,Eri
22441,96,Tau
22449,π3,Ori
22453,1,Aur
22479,60,Eri
22509,π2,Ori
22531,ιA,Pic
22534,ιB,Pic
22549,π4,Ori
22565,i,Tau
22667,ο1,Ori
22678,2,Aur
22701,ω,Eri
22730,5,Ori
22783,α,Cam
22797,π5,Ori
22833,g,Ori
22845,π1,Ori
22854,5,Cam
22871,η,Men
22957,ο2,Ori
22958,b,Eri
23015,ι,Aur
23040,7,Cam
23068,99,Tau
23088,k,Tau
23123,π6,Ori
23148,ξ,Men
23179,4,Aur
23216,8,Cam
23221,63,Eri
23231,64,Eri
23261,5,Aur
23268,6,Aur
23364,ψ,Eri
23416,ε,Aur
23453,ζ,Aur
23467,β,Men
23474,1,Lep
23482,η1,Pic
23497,ι,Tau
23522,β,Cam
23595,γ1,Cae
23596,γ2,Cae
23607,11,Ori
23649,η2,Pic
23685,ε,Lep
23693,ζ,Dor
23734,11,Cam
23743,12,Cam
23767,η,Aur
23783,9,Aur
23794,66,Eri
23835,m,Tau
23852,13,Ori
23871,l,Tau
23875,β,Eri
23879,i,Ori
23883,15,Tau
23900,13,Tau
23941,68,Eri
23972,λ,Eri
23983,h,Ori
24010,15,Ori
24244,ι,Lep
24305,μ,Lep
24327,κ,Lep
24331,ρ,Ori
24340,μ,Aur
24348,14,Cam
24372,θ,Dor
24436,β,Ori
24504,14,Aur
24512,18,Tau
24555,18,Ori
24608,α,Aur
24659,ο,Col
24674,τ,Ori
24727,16,Aur
24740,17,Aur
24813,λ,Aur
24817,21,Ori
24822,n,Tau
24829,ζ,Pic
24832,18,Aur
24836,15,Cam
24845,λ,Lep
24873,ν,Lep
24879,19,Aur
25044,o,Ori
25048,ρ,Aur
25098,κ,Pic
25142,23,Ori
25192,22,Aur
25197,16,Cam
25202,8,Lep
25216,110,Tau
25247,e,Ori
25278,111,Tau
25281,η,Ori
25282,p,Ori
25292,σ,Aur
25302,ψ1,Ori
25303,θ,Pic
25336,γ,Ori
25410,113,Tau
25428,β,Tau
25429,λ,Dor
25473,ψ,Ori
25499,115,Tau
25539,o,Tau
25541,φ,Aur
25555,116,Tau
25583,117,Tau
25606,β,Lep
25695,118,Tau
25737,31,Ori
25769,17,Cam
25776,31,Men
25813,32,Ori
25853,10,Lep
25859,ε,Col
25861,n1,Ori
25918,γ,Men
25923,υ,Ori
25930,δ,Ori
25945,119,Tau
25973,18,Cam
25984,χ,Aur
25985,α,Lep
26064,120,Tau
26069,β,Dor
26093,35,Ori
26126,n2,Ori
26176,φ1,Ori
26207,λ,Ori
26220,θ1A,Ori
26221,θ1C,Ori
26224,θ1D,Ori
26235,θ2,Ori
26237,c,Ori
26241,ι,Ori
26248,121,Tau
26264,ι,Men
26268,45,Ori
26311,ε,Ori
26366,φ2,Ori
26382,122,Tau
26394,π,Men
26408,19,Cam
26412,ν1,Col
26451,ζ,Tau
26460,ν2,Col
26536,26,Aur
26549,σ,Ori
26563,d,Ori
26594,ω,Ori
26634,α,Col
26640,125,Tau
26727,ζ,Ori
26777,126,Tau
26865,12,Lep
26885,b,Ori
26942,24,Cam
27046,23,Cam
27072,γ,Lep
27100,δ,Dor
27196,ο,Aur
27204,μ,Col
27249,26,Cam
27265,129,Tau
27288,ζ,Lep
27316,131,Tau
27321,β,Pic
27338,130,Tau
27364,133,Tau
27366,κ,Ori
27369,λ,Men
27386,52,Ori
27468,132,Tau
27483,τ,Aur
27511,134,Tau
27530,γ,Pic
27534,ε,Dor
27566,κ,Men
27581,135,Tau
27592,29,Cam
27628,β,Col
27639,υ,Aur
27654,δ,Lep
27658,55,Ori
27673,ν,Aur
27731,30,Cam
27743,137,Tau
27750,56,Ori
27810,λ,Col
27830,136,Tau
27913,χ1,Ori
27949,ξ,Aur
27965,57,Ori
27971,31,Cam
27989,α,Ori
28010,ξ,Col
28098,σ,Col
28103,η,Lep
28199,γ,Col
28237,139,Tau
28271,59,Ori
28296,60,Ori
28321,1,Mon
28325,2,Mon
28328,η,Col
28358,δ,Aur
28360,β,Aur
28380,θ,Aur
28404,π,Aur
28499,36,Aur
28574,3,Mon
28614,μ,Ori
28677,38,Aur
28691,64,Ori
28716,χ2,Ori
28734,1,Gem
28756,72,Col
28812,63,Ori
28814,66,Ori
28816,17,Lep
28823,39,Aur
28909,η1,Dor
28910,θ,Lep
28946,40,Aur
28957,π1,Col
29034,θ,Col
29038,ν,Ori
29048,19,Lep
29064,π2,Col
29134,ν,Dor
29225,3,Gem
29246,37,Cam
29271,α,Men
29276,δ,Pic
29353,η2,Dor
29379,5,Gem
29388,41,Aur
29426,ξ,Ori
29433,68,Ori
29434,f1,Ori
29450,6,Gem
29490,36,Cam
29650,71,Ori
29651,γ,Mon
29655,η,Gem
29696,κ,Aur
29704,f2,Ori
29730,40,Cam
29736,73,Ori
29789,8,Gem
29800,k,Ori
29807,κ,Col
29840,9,Gem
29850,l,Ori
29884,42,Aur
29885,6,Mon
29919,1,Lyn
29949,43,Aur
30049,12,Gem
30060,2,Lyn
30073,7,Mon
30122,ζ,CMa
30247,45,Aur
30272,4,Lyn
30277,δ,Col
30321,π1,Dor
30324,β,CMa
30342,ν,Pic
30343,μ,Gem
30419,εA,Mon
30422,εB,Mon
30438,α,Car
30520,ψ1,Aur
30565,π2,Dor
30591,G,Pup
30679,5,Lyn
30769,16,Gem
30772,10,Mon
30788,λ,CMa
30827,48,Aur
30867,β,Mon
30883,ν,Gem
30972,47,Aur
31039,6,Lyn
31105,19,Gem
31125,ξ1,CMa
31137,μ,Pic
31159,12,Mon
31216,13,Mon
31359,7,Lyn
31385,14,Mon
31416,ξ2,CMa
31434,49,Aur
31564,ν1,CMa
31592,ν2,CMa
31665,11,Lyn
31676,8,Lyn
31681,γ,Gem
31685,ν,Pup
31700,ν3,CMa
31737,53,Aur
31771,51,Aur
31789,ψ3,Aur
31832,ψ2,Aur
31852,54,Aur
31897,ζ,Men
31978,15,Mon
32019,25,Gem
32104,26,Gem
32173,ψ4,Aur
32246,ε,Gem
32249,30,Gem
32292,10,CMa
32311,28,Gem
32349,α,CMa
32362,ξ,Gem
32404,32,Gem
32438,12,Lyn
32463,16,Mon
32480,ψ5,Aur
32489,13,Lyn
32492,11,CMa
32504,12,CMa
32533,17,Mon
32537,x,Pup
32562,ψ6,Aur
32578,18,Mon
32607,α,Pic
32753,33,Gem
32759,κ,CMa
32768,τ,Pup
32814,35,Gem
32844,ψ7,Aur
32864,42,Cam
32912,ι,Vol
32921,d,Gem
33018,θ,Gem
33041,59,Aur
33048,14,Lyn
33064,60,Aur
33092,15,CMa
33104,43,Cam
33133,ψ8,Aur
33152,ο1,CMa
33160,θ,CMa
33202,e,Gem
33248,17,CMa
33277,37,Gem
33302,π,CMa
33345,μ,CMa
33347,ι,CMa
33377,ψ9,Aur
33384,θ,Men
33449,15,Lyn
33485,ψ10,Aur
33558,t,Pup
33579,ε,CMa
33595,39,Gem
33614,62,Aur
33650,40,Gem
33715,41,Gem
33856,σ,CMa
33927,ω,Gem
33971,19,Mon
33977,ο2,CMa
34045,γ,CMa
34059,H,Pup
34081,C,Pup
34088,ζ,Gem
34182,44,Gem
34440,45,Gem
34444,δ,CMa
34473,γ1,Vol
34481,γ2,Vol
34495,A,Pup
34622,20,Mon
34693,τ,Gem
34722,47,Gem
34724,21,Mon
34752,63,Aur
34769,δ,Mon
34798,26,CMa
34802,E,Pup
34819,48,Gem
34834,I,Pup
34861,49,Gem
34899,L1,Pup
34909,51,Gem
34922,L2,Pup
34981,27,CMa
35025,52,Gem
35037,ω,CMa
35080,24,Mon
35146,18,Lyn
35152,53,Gem
35210,145,CMa
35228,δ,Vol
35264,π,Pup
35341,64,Aur
35350,λ,Gem
35393,F,Pup
35406,v2,Pup
35412,29,CMa
35415,τ,CMa
35550,δ,Gem
35699,56,Gem
35710,65,Aur
35735,47,Cam
35783,19B,Lyn
35785,19A,Lyn
35842,58,Gem
35846,57,Gem
35904,η,CMa
35907,66,Aur
35941,59,Gem
35987,1,CMi
36039,ε,Men
36041,ε,CMi
36046,ι,Gem
36145,21,Lyn
36156,61,Gem
36188,β,CMi
36238,63,Gem
36265,η,CMi
36284,γ,CMi
36363,y,Pup
36366,ρ,Gem
36377,σ,Pup
36393,64,Gem
36425,6,CMi
36429,b,Gem
36439,22,Lyn
36641,δ1,CMi
36723,δ2,CMi
36760,68,Gem
36778,z,Pup
36812,δ3,CMi
36850,α,Gem
36962,υ,Gem
37088,25,Mon
37096,f,Pup
37173,m,Pup
37204,70,Gem
37265,ο,Gem
37279,α,CMi
37297,n1,Pup
37300,f,Gem
37322,d2,Pup
37329,d3,Pup
37406,23,Lyn
37447,α,Mon
37504,ζ,Vol
37609,24,Lyn
37629,σ,Gem
37648,1,Pup
37677,l,Pup
37704,c,Gem
37740,κ,Gem
37811,79,Gem
37819,c,Pup
37826,β,Gem
37842,2B,Pup
37843,2A,Pup
37891,4,Pup
37908,g,Gem
37921,11,CMi
37934,49,Cam
37949,51,Cam
38016,π,Gem
38048,5,Pup
38070,ο,Pup
38089,Q,Pup
38106,82,Gem
38164,P,Pup
38170,ξ,Pup
38211,6,Pup
38372,8,Pup
38373,ζ,CMi
38382,9,Pup
38414,a,Pup
38427,10,Pup
38455,b,Pup
38518,J,Pup
38538,φ,Gem
38623,25,Lyn
38639,26,Lyn
38722,85,Gem
38827,χ,Car
38835,j,Pup
38848,1,Cnc
38872,N,Pup
38917,O,Pup
38962,14,CMi
39023,12,Pup
39079,27,Mon
39177,3,Cnc
39191,ω1,Cnc
39211,28,Mon
39236,5,Cnc
39261,53,Cam
39263,ω2,Cnc
39348,54,Cam
39424,χ,Gem
39429,ζ,Pup
39524,14,Pup
39567,8,Cnc
39659,μ1,Cnc
39722,28,Lyn
39757,ρ,Pup
39780,μ,Cnc
39794,ε,Vol
39847,27,Lyn
39863,ζ,Mon
39874,12,Cnc
39906,16,Pup
39953,γ,Vel
40023,ψ,Cnc
40035,18,Pup
40084,19,Pup
40091,h1,Pup
40167,ζ1,Cnc
40240,15,Cnc
40259,20,Pup
40274,r,Pup
40326,h2,Pup
40526,β,Cnc
40604,21,Pup
40646,29,Lyn
40702,α,Cha
40706,q,Pup
40817,κ1,Vol
40834,κ2,Vol
40843,χ,Cnc
40875,30,Lyn
40881,λ,Cnc
40888,θ,Cha
40945,w,Pup
41003,η,Vol
41037,ε,Car
41039,B,Vel
41067,22,Pup
41075,31,Lyn
41117,d1,Cnc
41163,21,Cnc
41211,1,Hya
41307,C,Hya
41312,β,Vol
41319,d2,Cnc
41375,2,Hya
41377,φ1,Cnc
41389,24,Cnc
41400,27,Cnc
41404,φ2,Cnc
41483,F,Vel
41574,28,Cnc
41578,29,Cnc
41704,ο,UMa
41816,υ1,Cnc
41822,θ,Cnc
41904,34,Cnc
41909,η,Cnc
41940,υ2,Cnc
41975,32,Lyn
42088,C,Vel
42090,33,Lyn
42129,e1,Car
42133,35,Cnc
42134,e2,Car
42146,3,Hya
42265,c,Cnc
42312,e,Vel
42313,δ,Hya
42334,η,Pyx
42353,37,Cnc
42402,σ,Hya
42425,θ,Vol
42438,π1,UMa
42483,ζ,Pyx
42485,38,Cnc
42509,a,Hya
42515,β,Pyx
42516,39,Cnc
42523,40,Cnc
42527,π2,UMa
42536,ο,Vel
42556,ε,Cnc
42568,d,Car
42570,b,Vel
42604,34,Lyn
42624,n,Vel
42637,η,Cha
42662,9,Hya
42795,45,Cnc
42799,η,Hya
42806,γ,Cnc
42828,α,Pyx
42834,D,Vel
42835,F,Hya
42884,d,Vel
42911,δ,Cnc
42913,δ,Vel
42917,b,Cnc
42931,10,Hya
42954,46,Cnc
43023,a,Vel
43067,D,Hya
43100,ιB,Cnc
43103,ιA,Cnc
43105,f,Car
43109,ε,Hya
43121,50,Cnc
43234,ρ,Hya
43305,14,Hya
43347,g,Vel
43409,γ,Pyx
43413,f,Vel
43454,54,Cnc
43496,15,Hya
43531,35,Lyn
43575,53,Cnc
43584,σ1,Cnc
43587,ρ1,Cnc
43644,b,UMa
43721,57,Cnc
43783,c,Car
43813,ζ,Hya
43822,17,Hya
43825,δ,Pyx
43834,ρ2,Cnc
43851,60,Cnc
43878,H,Vel
43908,ζ,Oct
43932,σ2,Cnc
43937,b1,Car
43970,ο1,Cnc
44001,ο2,Cnc
44031,61,Cnc
44066,α,Cnc
44127,ι,UMa
44143,b2,Car
44154,σ3,Cnc
44191,w,Vel
44307,66,Cnc
44342,67,Cnc
44382,α,Vol
44390,ρ,UMa
44405,ν,Cnc
44471,κ,UMa
44511,c,Vel
44512,70,Cnc
44659,ω,Hya
44798,κ,Cnc
44816,λ,Vel
44818,τ,Cnc
44824,κ,Pyx
44857,σ1,UMa
44883,19,Hya
44892,75,Cnc
44901,f,UMa
44946,ξ,Cnc
44961,20,Hya
45001,ε,Pyx
45033,79,Cnc
45038,σ2,UMa
45075,τ,UMa
45080,a,Car
45101,i,Car
45170,π1,Cnc
45184,21,Hya
45238,β,Car
45290,36,Lyn
45333,c,UMa
45336,θ,Hya
45344,z,Vel
45410,π,Cnc
45439,l,Vel
45448,k,Vel
45493,e,UMa
45496,g,Car
45526,24,Hya
45527,23,Hya
45556,ι,Car
45631,K,Vel
45688,38,Lyn
45751,26,Hya
45811,27,Hya
45856,k,Car
45860,α,Lyn
45902,θ,Pyx
45941,κ,Vel
46026,λ,Pyx
46107,ι,Cha
46146,κ,Leo
46221,28,Hya
46283,I,Vel
46365,29,Hya
46371,G,Hya
46390,α,Hya
46454,ω,Leo
46457,3,Leo
46509,τ1,Hya
46515,ε,Ant
46651,ψ,Vel
46652,7,LMi
46657,ζ1,Ant
46701,N,Vel
46733,h,UMa
46734,ζ2,Ant
46735,8,LMi
46750,λ,Leo
46771,ξ,Leo
46774,6,Leo
46776,τ2,Hya
46853,θ,UMa
46904,9,LMi
46928,ζ,Cha
46950,L,Vel
46952,10,LMi
46974,h,Car
46977,d,UMa
46982,33,Hya
47080,11,LMi
47096,7,Leo
47175,M,Vel
47189,8,Leo
47205,10,Leo
47249,34,Hya
47267,y,Vel
47300,42,Lyn
47310,2,Sex
47391,m,Car
47427,37,Hya
47431,ι,Hya
47452,κ,Hya
47508,ο,Leo
47522,I,Hya
47550,13,Leo
47570,43,Lyn
47631,13,LMi
47701,f,Leo
47717,O,Vel
47723,ψ,Leo
47758,θ,Ant
47854,l,Car
47908,ε,Leo
47956,ν,Cha
47959,18,Leo
48002,υ,Car
48029,19,Leo
48218,20,Leo
48224,u,Vel
48273,4,Sex
48319,υ,UMa
48324,23,Leo
48341,6,Sex
48356,υ1,Hya
48374,m,Vel
48390,g,Leo
48402,φ,UMa
48414,7,Sex
48437,γ,Sex
48455,μ,Leo
48774,φ,Vel
48833,19,LMi
48883,ν,Leo
48926,η,Ant
48990,12,Sex
49029,π,Leo
49065,μ,Cha
49081,20,LMi
49329,13,Sex
49402,υ2,Hya
49530,14,Sex
49583,η,Leo
49593,21,LMi
49637,31,Leo
49641,α,Sex
49669,α,Leo
49712,Q,Vel
49812,17,Sex
49841,λ,Hya
49865,18,Sex
49929,34,Leo
50027,19,Sex
50099,ω,Car
50191,q,Vel
50218,22,LMi
50303,23,LMi
50316,24,LMi
50319,35,Leo
50333,37,Leo
50335,ζ,Leo
50371,q,Car
50372,λ,UMa
50384,39,Leo
50414,ε,Sex
50564,40,Leo
50583,γ1,Leo
50676,J,Vel
50684,23,Sex
50755,42,Leo
50799,r,Vel
50801,μ,UMa
50851,43,Leo
50860,27,LMi
50885,25,Sex
50935,28,LMi
51008,44,Leo
51056,30,LMi
51069,μ,Hya
51172,α,Ant
51213,45,Leo
51232,s,Car
51233,β,LMi
51362,δ,Sex
51376,δ,Ant
